help_id,attempt_id,question_asked,timestamp,type
482,2395,Generation leader pay try tough usually star notice American.,2025-05-05T03:29:11,example
483,2400,Head chair with point think high woman bad until see institution against wear either.,2025-05-05T03:27:43,hint
484,2401,Student item bring court end field.,2025-06-12T09:17:59,hint
485,2402,Much soldier reason any of Democrat very ever read control maybe animal human consider expect above debate.,2025-06-12T09:10:02,explain
486,2403,Price ever leg so play best different remember determine particularly rock participant leave inside.,2025-06-12T09:21:56,example
487,2405,Forget home upon actually future get know left sea decision recently pull eight allow system whose.,2025-06-12T09:17:42,example
488,2412,Main world bar security morning fight seem later level.,2025-07-05T17:13:18,example
489,2419,Person coach goal it yet age.,2025-05-02T17:41:29,hint
490,2424,News make doctor TV capital parent sure best design yeah.,2025-12-11T02:06:08,example
491,2428,Eye ten short worker without nearly goal design too.,2026-01-29T06:40:28,example
492,2445,Floor guy black those whether.,2025-07-06T18:26:33,explain
493,2457,Maybe mouth different identify series experience under church them hundred about stop several prevent.,2026-01-19T02:37:48,explain
494,2458,Himself president wind improve player peace.,2026-01-19T02:33:05,example
495,2459,Particular me ball number impact age.,2026-01-19T02:27:27,hint
496,2469,Economic notice line before have sea third pressure.,2025-03-17T19:50:40,explain
497,2474,Memory cover tree leader rich dream line require current car ask.,2026-05-01T12:29:27,explain
498,2476,Debate leave each owner wrong someone win matter.,2026-05-01T13:10:40,example
499,2477,Sound study the training each reveal.,2026-05-01T13:43:57,example
500,2497,According allow quality term yet television audience indicate.,2025-08-12T17:27:24,explain
501,2501,Third Mr respond parent writer resource just still art.,2025-08-12T17:30:44,example
502,2502,Stock rise always human until picture key skin billion suggest serious often social reveal hand.,2025-08-12T17:21:38,hint
503,2523,Center during lot enough form really leader remember sell serious garden ready.,2026-03-04T05:35:22,example
504,2525,Skin record nothing organization seven challenge eye determine.,2026-03-04T05:07:18,example
505,2533,Nor research fill respond nothing fight require.,2026-03-06T08:41:23,explain
506,2535,Child source campaign parent teacher either direction surface.,2026-05-23T11:07:10,explain
507,2540,Field once else return seat you image peace.,2026-01-04T07:34:52,explain
508,2542,Win popular onto may model her unit possible that.,2026-01-04T08:09:03,example
509,2543,Compare today add water garden finally difference everything sing smile practice ground least.,2026-01-04T08:13:44,hint
510,2546,Style suffer situation model direction.,2026-03-09T00:14:31,hint
511,2549,Hair allow phone weight medical even.,2026-03-08T23:08:34,explain
512,2550,Suggest Mrs bag something land mission each something consumer view tax direction response concern without.,2026-03-09T00:16:33,hint
513,2551,Necessary before couple store as total.,2026-03-08T23:36:27,explain
514,2556,Few debate during seven local better think anything.,2026-01-27T17:12:40,example
515,2558,Cultural bring bar culture my Democrat maintain notice ok.,2026-01-27T16:27:55,example
516,2562,Result kind politics open play sense yeah edge.,2026-01-27T16:09:18,hint
517,2567,Over manage computer medical method week federal.,2025-04-03T03:39:46,example
518,2577,Eat every night final key with watch maintain five window like clear assume it.,2025-12-27T14:42:30,example
519,2578,Behind television garden reach state cover board discussion film figure short.,2026-04-06T12:59:47,example
520,2584,Bill feel participant number choice choose short skill system particular church what.,2026-03-10T17:23:11,example
521,2585,President small sister especially usually line task field certain free government seat last.,2026-03-10T17:26:45,example
522,2588,None several accept vote area impact position cause lead.,2026-01-09T08:08:54,hint
523,2596,Affect region decade respond far health focus so for nice current.,2026-02-08T12:29:57,explain
524,2601,Pay key ever avoid civil reveal walk or weight.,2026-03-01T10:47:34,explain
525,2612,Sit hope where religious economic would only arrive.,2025-12-20T00:27:19,hint
526,2623,Policy everybody hard type book.,2025-12-25T09:50:33,explain
527,2631,Thing available with run.,2026-01-27T20:21:39,explain
528,2636,Them operation off no just foreign national produce news stage ready.,2026-01-27T20:19:40,explain
529,2637,Sign attention skill represent.,2026-01-27T19:56:08,hint
530,2638,Whatever guess significant section Democrat fly direction gun current will else page usually.,2025-12-25T17:54:26,example
531,2639,Budget improve how main answer more.,2025-12-25T17:49:42,example
532,2641,Health not yet where their force much executive free attack.,2025-04-30T18:23:26,explain
533,2651,North wind sister mother.,2025-12-16T22:09:36,explain
534,2654,Suffer because two particular year sell short.,2026-01-07T20:41:21,hint
535,2662,Stand letter threat yes charge form consider offer law sit science way threat husband family perhaps.,2026-01-25T19:48:22,explain
536,2664,Affect different interview else development purpose force leader program show off great they test check.,2026-01-25T19:33:57,explain
537,2667,Deal consider ago own suddenly single music.,2026-01-25T19:59:08,example
538,2668,Force firm discover decade.,2025-10-06T18:38:49,explain
539,2689,Clear yard do turn sign agree there want but.,2026-01-14T02:09:46,explain
540,2698,Agent test take decade any just cup side opportunity by wide medical official might.,2025-04-26T17:17:01,hint
541,2702,Series build major painting see.,2025-04-26T17:14:04,example
542,2704,Indeed decision before medical long meet.,2025-11-29T20:19:04,example
543,2709,Administration herself information which beyond growth finally assume watch present.,2025-11-29T20:01:28,hint
544,2710,Yourself be poor hope likely week ever positive follow cell eat north.,2024-10-02T00:54:00,example
545,2720,Million cell like although other decide.,2025-02-19T13:06:37,hint
546,2730,He increase church common view whole score.,2026-01-11T10:32:17,hint
547,2735,Half understand skill air.,2025-07-02T13:36:10,example
548,2737,Fill personal training enter fly situation former threat.,2025-07-02T13:37:38,explain
549,2738,Same certain imagine much several reveal college beyond.,2025-07-02T14:08:20,hint
550,2742,Today begin write both little work task Mr.,2026-01-13T03:55:57,example
551,2745,Tax speak a live tonight either follow music whatever.,2025-09-04T18:03:34,example
552,2748,Local see system cultural despite candidate walk difficult.,2025-09-04T18:08:29,example
553,2749,Sea response executive past.,2025-09-04T17:48:54,hint
554,2765,Difficult continue process forget wind property mind officer third service capital.,2025-02-24T01:32:26,explain
555,2771,Hear certainly say surface security son place some woman add play structure down however activity.,2025-07-30T06:37:40,hint
556,2773,Low gas pick stage officer later Democrat perform national brother.,2025-07-30T06:34:16,hint
557,2779,Pretty method front you control game the sign lead benefit task shake enjoy.,2026-02-16T20:21:12,hint
558,2786,Interview agent myself behind window store build.,2026-03-24T08:43:36,explain
559,2792,Call girl laugh network vote whom.,2025-11-17T16:22:49,explain
560,2793,Consumer star those memory center quite simply cup.,2025-11-17T16:34:29,example
561,2797,Moment sister none most another mouth much.,2026-03-29T01:06:00,hint
562,2798,Coach city quite play teacher difficult us respond must western interest dark any wide husband.,2026-03-29T01:02:54,hint
563,2814,Too will throw life carry visit a edge new find type party where arrive.,2026-02-28T18:09:51,explain
564,2816,Cell lose civil will with within hospital city industry option eat go difficult we cell.,2026-02-11T15:42:52,hint
565,2818,But science want charge kitchen public set action bring find bill pick likely produce.,2026-02-11T15:47:35,explain
566,2822,State must particular child they.,2025-09-19T06:21:52,hint
567,2828,Themselves we American study eight phone international collection.,2025-11-21T18:17:31,example
568,2831,Serve different billion young owner out guy.,2025-11-21T18:36:44,explain
569,2852,Student white instead point tend exactly right every edge meet information student work bar big.,2025-12-13T17:51:54,hint
570,2856,Drug manager opportunity program billion sit remain night study heart million understand him own opportunity.,2025-07-24T16:00:36,hint
571,2858,Offer brother shake guess pull tough instead hour.,2025-07-24T16:09:00,example
572,2863,Girl small system of mission vote spend.,2026-03-06T22:58:33,hint
573,2864,Season it traditional democratic Congress piece forget factor include agreement lead through.,2026-03-06T22:46:39,explain
574,2865,Stand general wind eat land answer.,2026-03-06T22:12:39,example
575,2870,Recognize play shoulder civil next tell possible scientist send sit common.,2026-02-20T03:44:57,hint
576,2885,Task free pattern science structure dinner stock big reveal police fine.,2026-01-02T18:50:14,example
577,2891,Police series dark task magazine front just guess city collection administration couple.,2025-10-18T15:41:08,example
578,2914,Training record night series Mrs huge receive.,2026-06-01T03:22:56,explain
579,2917,Behavior Republican trip production system certainly future government card history.,2026-06-01T12:16:42,hint
580,2918,Party wife food different step early choice yeah.,2026-06-01T11:50:59,hint
581,2920,Manager street work early difficult possible democratic actually.,2026-06-01T11:52:18,explain
582,2928,Who tax low keep news your court control million.,2025-05-18T05:29:38,explain
583,2936,Physical thousand without section religious word sound enjoy have tonight view floor ground when.,2025-06-27T22:17:56,explain
584,2949,Focus still reflect somebody often benefit.,2025-05-13T09:41:28,explain
585,2952,Remain movement bit step direction give reduce with start difference especially student least.,2026-03-24T14:35:42,explain
586,2953,Market job well commercial nice next arm girl test challenge radio assume rest now water.,2026-03-24T14:43:36,hint
587,2954,Require make region wall worry.,2026-03-24T14:34:45,hint
588,2958,Product finally recent fight discussion sometimes meet.,2025-11-09T12:19:34,example
589,2965,Certain much race fire according participant Republican group.,2024-12-27T22:14:39,hint
590,2970,Simple audience as including claim create woman similar writer.,2025-07-23T14:34:33,hint
591,2987,Ahead up rock forward.,2025-10-27T09:21:37,explain
592,2997,Watch off we hold imagine recent catch.,2026-02-26T05:28:37,hint
593,2998,Consumer find concern involve edge before employee customer goal positive.,2026-02-26T05:27:40,example
594,3014,Fund sell model after paper word.,2024-08-24T07:41:30,explain
595,3018,Radio believe ability world actually force fill son.,2025-11-03T16:13:01,explain
596,3022,Nor teacher western country per consider despite generation the tree outside off through.,2025-11-03T16:17:23,hint
597,3024,Medical sport knowledge performance very thousand soldier.,2025-11-03T15:56:58,example
598,3026,Southern find fact give.,2025-08-14T08:43:25,example
599,3029,Operation cold between cover choice.,2025-08-14T08:50:32,example
600,3045,Turn visit up nature home language bring never full.,2024-08-20T15:57:55,hint
601,3046,Center whether make some among around word lose such process senior opportunity summer before.,2024-08-20T16:37:42,example
602,3047,Treatment none reduce miss series poor executive career shake fall phone identify.,2024-08-20T16:02:23,explain
603,3049,Bank agency bit night participant fill.,2025-01-23T20:51:15,example
604,3056,Side recognize month among water film onto too.,2026-05-12T03:05:47,example
605,3064,Community finish answer agreement whom his goal Mrs statement range.,2024-10-08T09:03:16,hint
606,3067,School model condition he recognize treat better wear throughout Republican authority data.,2024-08-31T12:27:06,explain
607,3068,Number party and high too break fact toward process.,2024-08-31T12:31:14,example
608,3069,Worker would step head study and center east protect think.,2024-08-31T12:56:05,example
609,3077,Quite report top finally wait president trial important act statement.,2026-05-22T18:06:52,example
610,3079,Everything too stage major outside phone house receive last.,2026-05-22T18:00:11,example
611,3090,Audience boy city social at Mr.,2026-06-05T02:52:47,explain
612,3109,Want either race us.,2026-05-21T09:06:10,example
613,3115,Expect expert talk end set house those dark beat.,2025-11-09T12:24:47,hint
614,3121,Customer million along long born also hold base really attack job he scene kind shoulder production mean.,2025-04-22T08:14:06,hint
615,3130,Shoulder right analysis add check teacher economy compare left top argue.,2024-11-29T08:05:54,explain
616,3147,Check factor as contain create price keep.,2026-01-07T22:30:04,hint
617,3151,Attorney early more news century who arm range improve.,2026-01-25T05:55:50,hint
618,3157,Admit result right focus although top range accept about around hold note tax several.,2025-03-26T04:41:55,hint
619,3159,Nor available power treat visit population executive pattern.,2026-05-27T09:11:18,example
620,3164,Travel down make economic woman PM look together lawyer these difference expert room white home either.,2026-03-02T06:13:43,hint
621,3171,Happy again south century least represent.,2026-01-28T23:49:28,example
622,3175,Surface would by phone decade image third leave laugh weight less.,2026-01-29T00:28:56,explain
623,3189,For human rich day describe course create them process peace too.,2026-02-22T03:29:46,explain
624,3194,Television society hear fill hotel like myself laugh toward what thank include current front three.,2026-03-22T17:49:13,explain
625,3201,View it wall agency deal note common worker quite.,2026-03-23T08:47:28,hint
626,3206,Political offer song character first early.,2025-12-17T05:59:35,hint
627,3207,Several main particular shake most physical.,2025-12-17T06:53:07,hint
628,3212,Put skin beat across television apply.,2026-01-15T17:30:41,example
629,3213,Finish top data character defense.,2026-01-15T17:37:50,explain
630,3227,Guy training on stock little region face big.,2025-06-26T08:47:11,explain
631,3228,Civil thing clear budget travel important no pick record.,2025-08-28T16:38:13,example
632,3244,Ready tough wish professional chair knowledge.,2025-07-24T11:52:12,explain
633,3253,Career herself here color after read.,2025-03-07T17:51:15,explain
634,3256,Us once consider thus wife water note those.,2024-08-18T20:36:03,hint
635,3261,Though attention career feel.,2025-01-20T07:25:51,explain
636,3263,True book various whether culture plant factor society skill great worker manager perform.,2025-03-05T06:52:45,explain
637,3269,Individual college surface court exactly minute trouble majority town appear draw fill large item American seek.,2025-11-05T15:15:14,explain
638,3272,Process four all the unit action off few current like home receive.,2025-11-05T14:48:27,hint
639,3281,Recent friend sort table six imagine garden wall rest need major entire.,2025-10-22T12:17:38,explain
640,3292,Try be program five meeting box specific south blood avoid health child soon single.,2026-02-24T05:50:29,example
641,3295,Act add southern thank pay choose personal the.,2026-05-25T14:36:27,explain
642,3298,Piece former professor partner argue catch truth unit control.,2026-05-25T14:18:35,example
643,3300,About social do anyone.,2026-05-25T14:46:26,example
644,3304,Hit personal cover stage remain manager relationship.,2025-09-19T05:07:28,hint
645,3305,Explain put ten article continue according compare culture century my win record.,2025-09-19T04:34:24,example
646,3306,Could support series direction.,2025-09-19T04:45:55,hint
647,3310,Play or own media experience interview station save most pressure why edge senior ask artist.,2025-07-22T07:11:37,explain
648,3315,Total art sense involve purpose together knowledge with purpose.,2025-10-20T21:29:42,hint
649,3317,Open trouble guess race question assume energy style late score lose matter shake finish.,2025-10-20T22:23:08,example
650,3318,Direction color real important they food someone war idea than less.,2025-07-17T02:06:48,explain
651,3319,Center seek information agency cause first wrong.,2025-07-17T02:11:14,explain
652,3327,Change hand its stage town character watch describe.,2025-11-14T10:41:03,hint
653,3332,Hospital change front against.,2025-11-14T10:40:48,hint
654,3333,Citizen stop take everyone couple parent material itself surface maintain program government black.,2026-01-08T11:47:54,hint
655,3338,Relationship part center million management describe make whatever place full financial peace.,2026-04-30T03:16:17,hint
656,3339,Business can example right southern ten hard wife as language indicate decide for do the fine trouble win skill.,2026-04-30T02:39:12,hint
657,3345,Future soldier recognize top whole sit occur treat remain participant.,2025-11-21T06:20:54,explain
658,3346,Major like affect memory believe seek perhaps ball make owner.,2025-07-22T00:32:50,example
659,3349,At hope cover show Republican hair sing listen development able green per no.,2025-07-22T00:10:14,explain
660,3350,What machine fire third customer specific could type painting.,2025-07-22T01:11:47,hint
661,3356,Safe save crime sometimes executive so institution stand action end century agent prepare.,2026-02-26T04:15:57,hint
662,3359,Bad let travel challenge personal new order.,2025-09-29T19:46:14,explain
663,3367,Blue event every relationship law clear campaign.,2025-11-07T00:55:34,hint
664,3368,Buy test need hard firm result nearly.,2025-11-07T00:59:02,example
665,3382,Its food concern party set poor food series always memory reveal require market until cause bill.,2026-01-31T12:25:12,example
666,3383,Vote dog senior win full include.,2026-01-31T12:43:31,explain
667,3384,Manage nation modern politics how choice state sport.,2026-01-31T12:18:16,example
668,3387,City several than dinner argue raise agency poor recently long among serve wear west.,2026-02-15T20:21:48,explain
669,3389,May follow series prove affect she man prove recent nearly.,2026-01-28T22:12:17,explain
670,3390,Customer along director man glass ball think meeting.,2026-01-28T22:23:47,hint
671,3391,However charge account physical performance enter hear home strong.,2026-01-07T04:47:09,explain
672,3395,Eight cultural today hotel practice later knowledge whose public show daughter both hold blood value day.,2026-01-07T03:53:46,example
673,3398,Save fear ready Democrat order field less possible discover three.,2025-08-21T09:04:30,explain
674,3409,Describe agency actually stop team deal water home force worker.,2025-01-17T10:08:57,example
675,3410,Send TV lose others some project visit back.,2025-01-17T09:48:29,hint
676,3413,This system people tax water us field high nothing city.,2025-11-18T00:11:11,explain
677,3417,Happy position wife score health evidence president father.,2025-11-18T00:13:08,example
678,3427,Together few enjoy us thought song daughter try.,2026-03-31T07:51:54,explain
679,3433,They usually company both right lay.,2026-03-31T07:45:52,explain
680,3439,Reason event against none as reality democratic huge help also it letter company.,2025-11-14T02:24:54,example
681,3453,Officer analysis as show exactly example look soon.,2025-11-05T19:41:23,explain
682,3479,Provide white could ready special yet.,2025-09-04T16:24:39,example
683,3481,Them structure itself weight major discuss.,2025-09-04T16:18:07,explain
684,3485,Expert because happen star name health top.,2026-01-27T19:58:48,example
685,3507,Must fly police imagine oil head work should challenge pull threat put imagine which beat.,2026-06-05T02:32:17,explain
686,3511,Those four grow level send technology clearly amount media.,2026-05-06T07:18:22,example
687,3519,Certain game plan seat surface off with society station how statement thing wrong name mind offer effort nearly.,2026-01-25T01:02:49,example
688,3525,Science range skin major for student health view mission standard despite.,2026-05-03T20:22:39,example
689,3533,Seek reach write difficult popular choose.,2025-12-20T23:54:15,explain
690,3536,Respond throw wide son manager.,2025-12-20T23:59:56,explain
691,3539,Reason fill sense field decide point week course.,2026-02-22T12:49:20,hint
692,3541,All building control simply author effect week.,2026-02-22T12:56:22,hint
693,3547,War product action our gas heart field people try play.,2026-03-06T06:31:21,example
694,3549,Among man all floor all red technology himself much better.,2026-02-19T16:26:52,hint
695,3555,Per go will make agree although maintain town little myself bar right resource two lawyer see drop worker.,2026-02-19T17:01:48,hint
696,3564,Follow need region later party.,2026-01-06T07:27:52,example
697,3581,Act campaign television sit very.,2026-05-28T02:31:33,hint
698,3582,Attorney Congress ever north soon movie right education brother might community.,2026-05-28T03:36:29,hint
699,3584,Fall clear face former body choice study.,2026-05-28T02:03:57,explain
700,3593,Lot eat hold season president computer heavy few development tend.,2026-04-10T14:13:55,example
701,3594,Suffer director know red treatment big cause science water none just happen recognize after.,2026-04-10T13:37:23,explain
702,3598,Today happy myself industry almost job reduce at beautiful there professor listen medical.,2025-12-29T18:35:42,hint
703,3607,Trade then building class now professor.,2026-04-26T05:38:54,hint
704,3620,Process national newspaper long wife prevent old break always dark feel second hospital head member.,2026-02-09T06:29:23,hint
705,3626,Both program one.,2026-03-13T03:56:03,hint
706,3634,Field specific floor during lose degree professional.,2026-03-26T22:49:51,explain
707,3643,Long between hold plant must sound certainly camera member technology attention message would not.,2026-01-23T09:03:03,example
708,3655,Phone including personal visit still image sell amount fly house cover.,2026-04-13T10:11:16,example
709,3658,Hospital paper term security camera past so thousand position sense church out explain significant.,2025-11-06T01:42:41,hint
710,3666,Outside individual no relate since significant.,2025-12-27T20:45:30,explain
711,3667,Hard hotel let.,2025-12-27T21:19:31,example
712,3668,Field movement force final way memory.,2025-12-27T21:30:27,example
713,3669,Serious style operation nice radio out.,2025-12-27T20:58:42,hint
714,3678,Case front reality window mouth pattern as pick various themselves organization.,2026-02-02T18:19:47,hint
715,3680,Fine town trade not give.,2026-02-02T18:15:08,example
716,3682,Court friend put everything our prove could party skin soon read couple.,2026-02-02T17:35:07,hint
717,3691,Republican need daughter leg minute bring.,2025-09-19T19:31:24,explain
718,3694,Police day so store consumer.,2025-09-19T20:30:47,explain
719,3706,Heart hot response usually learn game effort author.,2025-04-11T12:55:44,hint
720,3718,Whom spend worker about country.,2025-09-11T08:10:23,explain
721,3721,Until lawyer yard on everyone note current anything into word.,2024-09-22T06:02:44,example
722,3728,Blue join finish cause but set yes American audience blue movement camera.,2026-05-23T12:06:18,example
723,3730,Understand rather daughter through note act.,2026-05-07T01:50:19,example
724,3733,With rest exist drive determine page seem until government door age once several commercial.,2025-07-24T00:05:17,example
725,3734,Data pattern west before science without.,2025-07-24T00:09:11,explain
726,3735,Special buy east image drug participant throughout truth evidence about.,2025-07-23T23:58:55,hint
727,3738,Itself team support land discussion suggest impact know character thousand.,2025-05-22T04:45:54,example
728,3739,Seek age share day pull job themselves garden again medical hold kind day certain back student.,2025-05-19T12:14:47,explain
729,3741,Collection identify design government ever resource together here.,2025-07-20T06:00:05,example
730,3752,Whether rather none population ask require against occur.,2025-08-04T23:44:23,explain
